city,country,population,lat,lng
Bayamón,Puerto Rico,170245.0,18.3793,-66.1635
Burgos,Spain,170183.0,42.3504,-3.68
Takaoka,Japan,170077.0,36.67,137.0
Araçatuba,Brazil,170024.0,-21.21,-50.45
Fuyang,China,170023.0,32.9004,115.82
Čačak,Serbia,170000.0,43.8897,20.3301
Dijon,France,169946.0,47.3304,5.03
Kluang,Malaysia,169828.0,2.0383,103.3179
Nîmes,France,169547.0,43.8304,4.35
Al Marj,Libya,169540.0,32.5005,20.83
Barra Mansa,Brazil,169386.0,-22.56,-44.17
Jayapura,Indonesia,169341.0,-2.533,140.7
Sarh,Chad,169196.0,9.15,18.39
Medinīpur,India,169127.0,22.3304,87.15
Arad,Romania,169065.0,46.17,21.32
Bandar-e Būshehr,Iran,169060.0,28.92,50.83
Sonsonate,El Salvador,168947.0,13.72,-89.73
Baranavichy,Belarus,168772.0,53.1368,26.0134
Madent Atbara,Sudan,168612.0,17.71,33.98
Würzburg,Germany,168561.0,49.8004,9.95
Hindupur,India,168312.0,13.7804,77.49
Medford,United States,168219.0,42.3372,-122.8537
Peoria,United States,168181.0,33.7844,-112.299
N’Zérékoré,Guinea,168121.0,7.76,-8.83
Bāramūla,India,167986.0,34.2004,74.35
Jamālpur,Bangladesh,167900.0,24.9004,89.95
Chirchiq,Uzbekistan,167842.0,41.455,69.56
Corona,United States,167836.0,33.862,-117.5641
Berezniki,Russia,167748.0,59.42,56.76
Volgodonsk,Russia,167731.0,47.51,42.1599
Ormoc,Philippines,167584.0,11.0643,124.6075
Miass,Russia,167500.0,54.9954,60.0949
Oldenburg,Germany,167458.0,53.13,8.22
Abakan,Russia,167289.0,53.7037,91.445
Murfreesboro,United States,167055.0,35.8493,-86.4117
Banhā,Egypt,167029.0,30.4667,31.1833
Novocherkassk,Russia,166974.0,47.42,40.08
Gonaïves,Haiti,166678.0,19.4504,-72.6832
Marysville,United States,166541.0,48.081,-122.1558
Fatehpur,India,166480.0,25.8804,80.8
Dibrugarh,India,166366.0,27.4833,94.9
Ayacucho,Peru,166314.0,-13.175,-74.22
Marabá,Brazil,166182.0,-5.35,-49.116
Ocumare del Tuy,Venezuela,166072.0,10.12,-66.78
San Fernando,Trinidad And Tobago,166039.0,10.2805,-61.4594
Parma,Italy,166011.0,44.8104,10.32
Rustenburg,South Africa,165976.0,-25.65,27.24
Cary,United States,165904.0,35.7817,-78.8175
Noril’sk,Russia,165873.0,69.34,88.225
Carpina,Brazil,165579.0,-7.84,-35.26
Tuluá,Colombia,165501.0,4.0904,-76.21
Livingstone,Zambia,165480.0,-17.86,25.86
Hà Tĩnh,Vietnam,165396.0,18.3338,105.9
Kendari,Indonesia,165377.0,-3.9553,122.5973
Kimberley,South Africa,165264.0,-28.7468,24.77
Elbasan,Albania,165010.0,41.1215,20.0838
Nantou,Taiwan,165000.0,23.9167,120.6833
Fredericksburg,United States,164976.0,38.2992,-77.4872
Serang,Indonesia,164767.0,-6.11,106.1496
Ocala,United States,164712.0,29.178,-82.1511
Lajes,Brazil,164676.0,-27.8096,-50.31
León,Nicaragua,164441.0,12.4356,-86.8794
Sitalpur,India,164435.0,27.63,80.75
Zenica,Bosnia And Herzegovina,164423.0,44.22,17.92
Regensburg,Germany,164359.0,49.0204,12.12
Kigoma,Tanzania,164268.0,-4.8796,29.61
Plzeň,Czechia,164180.0,49.7404,13.36
Phitsanulok,Thailand,164017.0,16.8283,100.2729
Myingyan,Burma,163812.0,21.4618,95.3914
Dagupan City,Philippines,163676.0,16.0479,120.3408
Pátra,Greece,163360.0,38.23,21.73
Ingolstadt,Germany,163325.0,48.7704,11.45
La Vega,Dominican Republic,163197.0,19.2166,-70.5166
Mostar,Bosnia And Herzegovina,163067.0,43.3505,17.82
Navsāri,India,163000.0,20.8504,72.92
El Geneina,Sudan,162981.0,13.45,22.44
Ţarţūs,Syria,162980.0,34.8846,35.8866
Simao,China,162725.0,22.7807,100.9782
La Rioja,Argentina,162620.0,-29.41,-66.85
Lecce,Italy,162582.0,40.3604,18.15
Mahābād,Iran,162434.0,36.7704,45.72
Salamanca,Spain,162353.0,40.9704,-5.67
Dourados,Brazil,162202.0,-22.23,-54.81
Ash Shaţrah,Iraq,161949.0,31.4175,46.1772
Settat,Morocco,161748.0,33.0104,-7.62
Budaun,India,161555.0,28.03,79.09
Tunja,Colombia,161412.0,5.5504,-73.37
Coquimbo,Chile,161317.0,-29.9529,-71.3436
Rubtsovsk,Russia,161065.0,51.52,81.21
Bhisho,South Africa,160997.0,-32.87,27.39
Geelong,Australia,160991.0,-38.1675,144.3956
Ra’s al Khaymah,United Arab Emirates,160849.0,25.7915,55.9428
Sullana,Peru,160789.0,-4.8896,-80.68
Malakal,South Sudan,160765.0,9.5369,31.656
Manchester,United States,160742.0,42.9848,-71.4447
Bumba,Congo (Kinshasa),160539.0,2.19,22.46
Hayward,United States,160500.0,37.6328,-122.0772
Xiaoganzhan,China,160437.0,30.9204,113.9
Chapecó,Brazil,160157.0,-27.1,-52.64
Muskegon,United States,160142.0,43.2281,-86.2562
Taunggyi,Burma,160115.0,20.782,97.038
Ciudad Lázaro Cárdenas,Mexico,160087.0,17.9587,-102.2
Alexandria,United States,160035.0,38.8185,-77.0861
Gonbad-e Kāvūs,Iran,159982.0,37.2518,55.1715
Salavat,Russia,159893.0,53.3703,55.93
Valdivia,Chile,159599.0,-39.795,-73.245
Pagadian,Philippines,159590.0,7.853,123.507
Nakhodka,Russia,159551.0,42.8374,132.8874
Nakhodka,Russia,159551.0,67.7504,77.52
Springfield,United States,159394.0,39.771,-89.6537
Lafayette,United States,159293.0,40.399,-86.8593
Tarija,Bolivia,159269.0,-21.5167,-64.75
Zarzis,Tunisia,159161.0,33.5104,11.1
Punta del Este,Uruguay,159000.0,-34.97,-54.95
York,United Kingdom,158947.0,53.9704,-1.08
Cuddalore,India,158569.0,11.7204,79.77
Rio Largo,Brazil,158545.0,-9.48,-35.84
Sāmarrā’,Iraq,158508.0,34.194,43.875
Maykop,Russia,158451.0,44.61,40.12
Abéché,Chad,158317.0,13.84,20.83
Barreiras,Brazil,158292.0,-12.14,-45.0
Odense,Denmark,158222.0,55.4004,10.3833
Huánuco,Peru,158145.0,-9.92,-76.24
Harīpur,India,158142.0,31.52,75.98
Albacete,Spain,158094.0,39.0003,-1.87
Melitopol’,Ukraine,158000.0,46.8378,35.3775
Sobral,Brazil,157996.0,-3.69,-40.35
Port Arthur,United States,157934.0,29.8554,-93.9264
Sudbury,Canada,157857.0,46.5,-80.9666
Surat Thani,Thailand,157627.0,9.1501,99.3401
Palmdale,United States,157519.0,34.5944,-118.1057
Al Ghardaqah,Egypt,157204.0,27.23,33.83
Isiro,Congo (Kinshasa),157196.0,2.76,27.62
Puerto Princesa,Philippines,157144.0,9.7543,118.7444
Kāshmar,Iran,157135.0,35.1814,58.4515
Ussuriysk,Russia,157068.0,43.8,132.02
Rust’avi,Georgia,157063.0,41.5704,45.05
Tiraspol,Moldova,157000.0,46.8531,29.64
Afyonkarahisar,Turkey,156992.0,38.7504,30.55
Zonguldak,Turkey,156918.0,41.4304,31.78
Matsue,Japan,156811.0,35.467,133.0666
Champaign,United States,156794.0,40.1144,-88.2735
Moundou,Chad,156705.0,8.55,16.09
Dali,China,156685.0,25.7,100.18
Koforidua,Ghana,156653.0,6.0904,-0.26
Istaravshan,Tajikistan,156621.0,39.9219,69.0015
Livorno,Italy,156274.0,43.5511,10.3023
Gainesville,United States,156248.0,34.2902,-83.8303
Gonder,Ethiopia,156230.0,12.61,37.46
Ciudad del Carmen,Mexico,156195.0,18.6537,-91.8245
Yulinshi,China,155960.0,38.2833,109.7333
Enterprise,United States,155773.0,36.0163,-115.2207
Shkodër,Albania,155767.0,42.0685,19.5188
Muroran,Japan,155676.0,42.35,140.98
Sibiu,Romania,155565.0,45.7971,24.1371
Batumi,Georgia,155542.0,41.6,41.63
Horad Barysaw,Belarus,155389.0,54.226,28.4922
Kyŏngju,"Korea, South",155237.0,35.8428,129.2117
Innsbruck,Austria,155214.0,47.2804,11.41
Foggia,Italy,155203.0,41.4605,15.56
Ordu,Turkey,155117.0,41.0004,37.8699
Conjeeveram,India,155029.0,12.8337,79.7167
Frederick,United States,154972.0,39.4336,-77.4157
Lakewood,United States,154958.0,39.6977,-105.1168
Sariwŏn,"Korea, North",154942.0,38.507,125.762
Beian,China,154936.0,48.239,126.482
Battambang,Cambodia,154773.0,13.1,103.2
Guangshui,China,154771.0,31.6204,114.0
Middelburg,South Africa,154706.0,-25.7596,29.47
Mahajanga,Madagascar,154657.0,-15.67,46.345
La Serena,Chile,154521.0,-29.9,-71.25
Chetumal,Mexico,154517.0,18.5,-88.3
Gandajika,Congo (Kinshasa),154425.0,-6.7396,23.96
Pathum Thani,Thailand,154412.0,14.0171,100.5333
Cairns,Australia,154225.0,-16.8878,145.7633
Kovrov,Russia,154224.0,56.3604,41.33
Tuscaloosa,United States,154204.0,33.2348,-87.5266
Osorno,Chile,154131.0,-40.57,-73.16
Tottori,Japan,154098.0,35.5004,134.2333
San Cristóbal,Dominican Republic,154040.0,18.416,-70.109
Limassol,Cyprus,154000.0,34.6754,33.0333
Moanda,Congo (Kinshasa),153915.0,-5.9229,12.355
Río Cuarto,Argentina,153757.0,-33.13,-64.35
Masjed Soleymān,Iran,153663.0,31.98,49.2999
Sunnyvale,United States,153656.0,37.3836,-122.0257
Lake Charles,United States,153633.0,30.2022,-93.2141
Hollywood,United States,153627.0,26.0294,-80.1679
Mufulira,Zambia,153624.0,-12.55,28.26
Pasadena,United States,153520.0,29.6584,-95.1499
Chincha Alta,Peru,153076.0,-13.4196,-76.14
Fyzābād,India,153047.0,26.7504,82.17
Pomona,United States,152939.0,34.0585,-117.7626
Kansas City,United States,152938.0,39.1234,-94.7443
Dingzhou,China,152934.0,38.5004,115.0
Rondonópolis,Brazil,152912.0,-16.4695,-54.64
Golmeh,Iran,152894.0,33.6304,46.43
Uşak,Turkey,152862.0,38.6804,29.42
Nusaybin,Turkey,152668.0,37.075,41.2184
Macon,United States,152663.0,32.8065,-83.6974
San Francisco de Macorís,Dominican Republic,152538.0,19.3,-70.25
Zabīd,Yemen,152504.0,14.1951,43.3155
Silchar,India,152393.0,24.7904,92.79
Kaihua,China,152388.0,23.3724,104.2497
Novokuybyshevsk,Russia,152334.0,53.12,49.9199
Mudon,Burma,152300.0,16.2618,97.7215
Limoges,France,152199.0,45.83,1.25
Deyang,China,152194.0,31.1333,104.4
Samālūţ,Egypt,152097.0,28.3004,30.71
Luanshya,Zambia,151993.0,-13.1333,28.4
Escondido,United States,151969.0,33.1347,-117.0723
Al Manāqil,Sudan,151827.0,14.2504,32.98
Abbotsford,Canada,151683.0,49.0504,-122.3
Guanare,Venezuela,151642.0,9.05,-69.75
Bintulu,Malaysia,151617.0,3.1664,113.036
Dundee,United Kingdom,151592.0,56.4704,-3.0
Nazareth,Israel,151459.0,32.704,35.2955
Marāgheh,Iran,151385.0,37.4204,46.22
Bălţi,Moldova,151355.0,47.7591,27.9053
Aş Şuwayḩirah as Sāḩil,Oman,151349.0,24.362,56.7344
Benguela,Angola,151226.0,-12.5783,13.4072
Guarapuava,Brazil,150850.0,-25.38,-51.48
Uzhhorod,Ukraine,150832.0,48.63,22.25
Binghamton,United States,150747.0,42.1014,-75.9093
Kitale,Kenya,150495.0,1.0305,34.9899
Chillán,Chile,150396.0,-36.6,-72.106
Urganch,Uzbekistan,150110.0,41.56,60.64
Vryheid,South Africa,150012.0,-27.76,30.79
Yilan,Taiwan,150000.0,24.75,121.75
Miaoli,Taiwan,150000.0,24.57,120.82
Tororo,Uganda,150000.0,0.7104,34.17
Pattani,Thailand,150000.0,6.864,101.25
M’Sila,Algeria,150000.0,35.7,4.545
Keren,Eritrea,150000.0,15.6804,38.45
Cao Lãnh,Vietnam,149837.0,10.467,105.636
Khiwa,Uzbekistan,149751.0,41.3911,60.3557
Carora,Venezuela,149711.0,10.19,-70.08
Warner Robins,United States,149617.0,32.5975,-83.6526
New Bedford,United States,149528.0,41.6697,-70.9428
Târgu-Mureş,Romania,149433.0,46.5582,24.5578
Perugia,Italy,149125.0,43.1104,12.39
Xicheng,China,149105.0,23.38,103.1501
Topeka,United States,148960.0,39.0346,-95.6955
Beaumont,United States,148954.0,30.085,-94.1451
Paterson,United States,148678.0,40.9147,-74.1624
Joliet,United States,148462.0,41.5189,-88.1499
Gyumri,Armenia,148381.0,40.7894,43.8475
Palangkaraya,Indonesia,148289.0,-2.2096,113.91
Jiayuguan,China,148279.0,39.82,98.3
Hamilton,New Zealand,148200.0,-37.7783,175.2896
Leesburg,United States,148161.0,28.7658,-81.8995
Yala,Thailand,148140.0,6.5505,101.2851
Elkhart,United States,148131.0,41.6912,-85.962
Diourbel,Senegal,148024.0,14.6604,-16.24
Jijel,Algeria,148000.0,36.822,5.766
Lạng Sơn,Vietnam,148000.0,21.846,106.757
Trang,Thailand,147820.0,7.5634,99.608
Odessa,United States,147810.0,31.8831,-102.3406
Turbat,Pakistan,147791.0,25.9918,63.0718
Médéa,Algeria,147707.0,36.2704,2.77
Kolomna,Russia,147690.0,55.08,38.785
Naperville,United States,147682.0,41.7483,-88.1657
Fairfield,United States,147582.0,38.2594,-122.0319
San Juan del Río,Mexico,147559.0,20.38,-100.0
Manghyshlaq,Kazakhstan,147443.0,43.6905,51.1417
Guastatoya,Guatemala,147197.0,14.85,-90.0167
Trondheim,Norway,147139.0,63.4167,10.4167
Man,Côte D’Ivoire,146974.0,7.4004,-7.55
Wamba,Congo (Kinshasa),146871.0,2.1404,27.99
Gulu,Uganda,146858.0,2.78,32.28
Aix-en-Provence,France,146821.0,43.52,5.45
Gharyān,Libya,146810.0,32.1704,13.02
Ambāla,India,146787.0,30.32,76.82
Cam Ranh,Vietnam,146771.0,11.902,109.2207
Torrance,United States,146758.0,33.8346,-118.3417
Ibarra,Ecuador,146741.0,0.3604,-78.13
Matanzas,Cuba,146733.0,23.0415,-81.5775
Perpignan,France,146620.0,42.7,2.9
Poços de Caldas,Brazil,146588.0,-21.78,-46.57
Tabora,Tanzania,146495.0,-5.02,32.8
Dar‘ā,Syria,146481.0,32.625,36.105
Bruges,Belgium,146469.0,51.2204,3.23
Santo Agostinho,Brazil,146219.0,-8.29,-35.03
Dawei,Burma,146212.0,14.098,98.195
Hanzhong,China,145986.0,33.13,107.03
La Ceiba,Honduras,145926.0,15.7631,-86.797
Krishnanagar,India,145926.0,23.3803,88.53
Phra Nakhon Si Ayutthaya,Thailand,145615.0,14.3588,100.5684
Qūchān,Iran,145531.0,37.1118,58.5015
Pointe-à-Pitre,Guadeloupe,145511.0,16.2415,-61.533
Biarritz,France,145348.0,43.4733,-1.5616
Panama City,United States,145239.0,30.1995,-85.6003
Los Ángeles,Chile,145239.0,-37.46,-72.36
Concordia,Argentina,145210.0,-31.3896,-58.03
Machakos,Kenya,144925.0,-1.5095,37.26
Brest,France,144899.0,48.3904,-4.495
Metairie,United States,144822.0,29.9976,-90.1781
Kolār,India,144625.0,13.1337,78.1334
Kairouan,Tunisia,144522.0,35.6804,10.1
Le Mans,France,144515.0,48.0004,0.1
Tall ‘Afar,Iraq,144465.0,36.376,42.4497
Bellevue,United States,144444.0,47.5953,-122.155
Kumba,Cameroon,144413.0,4.6404,9.44
Jinchang,China,144363.0,38.4957,102.1739
Tuzla,Bosnia And Herzegovina,144334.0,44.5505,18.68
Székesfehérvár,Hungary,144319.0,47.1947,18.4081
Midland,United States,144247.0,32.0249,-102.1137
Carolina,Puerto Rico,144192.0,18.4054,-65.9792
Huelva,Spain,144174.0,37.2504,-6.9299
Sarnia,Canada,144172.0,42.9666,-82.4
Goma,Congo (Kinshasa),144124.0,-1.6788,29.2218
Merced,United States,144117.0,37.3057,-120.4779
Tizi Ouzou,Algeria,144000.0,36.8,4.0333
Kafr ash Shaykh,Egypt,143970.0,31.109,30.936
Mesquite,United States,143949.0,32.7623,-96.5889
Ajdābiyā,Libya,143833.0,30.77,20.22
Otaru,Japan,143792.0,43.1887,140.9783
Ipswich,United Kingdom,143767.0,52.0703,1.17
Logroño,Spain,143698.0,42.4704,-2.43
Stara Zagora,Bulgaria,143431.0,42.4231,25.6227
Béchar,Algeria,143382.0,31.6111,-2.23
Kenema,Sierra Leone,143137.0,7.8804,-11.19
Amiens,France,143086.0,49.9004,2.3
Calama,Chile,143084.0,-22.45,-68.92
Macaé,Brazil,143029.0,-22.38,-41.79
Cape Coast,Ghana,143015.0,5.1104,-1.25
Houma,United States,142969.0,29.5799,-90.7058
Pleiku,Vietnam,142900.0,13.9833,108.0
Pyatigorsk,Russia,142865.0,44.08,43.09
Charleston,United States,142858.0,38.3484,-81.6323
Cajamarca,Peru,142665.0,-7.15,-78.53
Pasadena,United States,142647.0,34.1597,-118.139
Arzamas,Russia,142597.0,55.4,43.8
Massawa,Eritrea,142564.0,15.6101,39.45
Durrës,Albania,142432.0,41.3178,19.4482
Nawābganj,Bangladesh,142361.0,24.5804,88.35
Pueblo,United States,142351.0,38.2713,-104.6105
Saïda,Algeria,142213.0,34.8404,0.14
Ciego de Ávila,Cuba,142027.0,21.84,-78.7619
Altay,China,142000.0,47.8666,88.1166
Jieshou,China,141993.0,33.2504,115.35
Chŏngju,"Korea, North",141769.0,39.6813,125.2163
Arnhem,Netherlands,141674.0,51.988,5.923
Phuket,Thailand,141618.0,7.8765,98.3815
Nong’an,China,141482.0,44.4304,125.1701
Ciudad de Melilla,Spain,141308.0,35.3,-2.95
Tyler,United States,141116.0,32.3184,-95.3065
Paranaguá,Brazil,141013.0,-25.5279,-48.5345
Ghaznī,Afghanistan,141000.0,33.5633,68.4178
Comodoro Rivadavia,Argentina,140850.0,-45.87,-67.5
As Salţ,Jordan,140689.0,32.0392,35.7272
Labé,Guinea,140575.0,11.32,-12.3
Orange,United States,140560.0,33.8038,-117.8218
Al’met’yevsk,Russia,140437.0,54.9004,52.3199
Fullerton,United States,140392.0,33.8841,-117.9279
Miramar,United States,140328.0,25.9773,-80.3351
Lhokseumawe,Indonesia,140322.0,5.1914,97.1415
Orekhovo-Zuyevo,Russia,140247.0,55.82,38.98
Santa Maria,United States,140219.0,34.9333,-120.4432
Athens,United States,140169.0,33.9508,-83.3689
Peterborough,United Kingdom,140141.0,52.5804,-0.25
Badajoz,Spain,140133.0,38.8804,-6.97
Dunhuang,China,140094.0,40.1427,94.662
Bordj Bou Arreridj,Algeria,140000.0,36.059,4.63
Columbia,United States,139945.0,38.9477,-92.3255
Bizerte,Tunisia,139843.0,37.2904,9.855
Sherbrooke,Canada,139652.0,45.4,-71.9
Piedras Negras,Mexico,139619.0,28.7076,-100.5317
Göttingen,Germany,139419.0,51.5204,9.92
Kumbakonam,India,139264.0,10.9805,79.4
Myitkyina,Burma,139100.0,25.3596,97.3928
Chinandega,Nicaragua,139023.0,12.6304,-87.13
Townsville,Australia,138954.0,-19.25,146.77
Yuma,United States,138802.0,32.5991,-114.5488
Tiruvannāmalai,India,138243.0,12.2604,79.1
Zalantun,China,138032.0,48.0,122.72
Parnaíba,Brazil,138008.0,-2.91,-41.77
Pābna,Bangladesh,137888.0,24.0004,89.25
Umtata,South Africa,137772.0,-31.58,28.79
Bremerhaven,Germany,137751.0,53.5504,8.58
Tân An,Vietnam,137498.0,10.5337,106.4167
Olathe,United States,137472.0,38.8832,-94.8198
Castanhal,Brazil,137406.0,-1.2896,-47.93
Cerro de Pasco,Peru,137232.0,-10.69,-76.27
Irákleio,Greece,137154.0,35.325,25.1305
Thornton,United States,136978.0,39.9205,-104.9443
Harlingen,United States,136968.0,26.1916,-97.6976
Oulu,Finland,136752.0,65.0,25.47
Grand Junction,United States,136688.0,39.0877,-108.5673
Shizuishan,China,136570.0,39.2333,106.769
Baia Mare,Romania,136553.0,47.6595,23.5791
León,Spain,136227.0,42.58,-5.57
West Valley City,United States,136170.0,40.6889,-112.0115
Győr,Hungary,136081.0,47.7004,17.63
Carrollton,United States,135710.0,32.989,-96.8999
Serpukhov,Russia,135584.0,54.9304,37.43
Jequié,Brazil,135574.0,-13.85,-40.08
Cẩm Phả,Vietnam,135477.0,21.0404,107.32
Lira,Uganda,135445.0,2.2604,32.89
Roseville,United States,135329.0,38.7691,-121.3178
Pyay,Burma,135308.0,18.8165,95.2114
Orsha,Belarus,135206.0,54.5153,30.4215
May Pen,Jamaica,135142.0,17.9666,-77.2333
Warren,United States,135022.0,42.4934,-83.027
Souk Ahras,Algeria,134947.0,36.2904,7.95
Bloomington,United States,134892.0,40.4757,-88.9703
Zākhū,Iraq,134863.0,37.1445,42.6872
Cartago,Colombia,134827.0,4.75,-75.91
Hampton,United States,134669.0,37.0551,-76.3629
Caxias,Brazil,134640.0,-4.833,-43.35
Ravenna,Italy,134631.0,44.4204,12.22
’s-Hertogenbosch,Netherlands,134520.0,51.6833,5.3167
Ramapo,United States,134440.0,41.1404,-74.1072
Nevinnomyssk,Russia,134380.0,44.6201,41.95
Surprise,United States,134085.0,33.68,-112.4524
Las Cruces,United States,133988.0,32.3265,-106.7893
Touggourt,Algeria,133954.0,33.1,6.06
Greeley,United States,133750.0,40.4151,-104.7705
Pervoural’sk,Russia,133600.0,56.91,59.955
Yunxian Chengguanzhen,China,133558.0,32.8082,110.8136
Šiauliai,Lithuania,133528.0,55.9386,23.325
Birgañj,Nepal,133238.0,27.0004,84.8666
Yakima,United States,133233.0,46.5923,-120.5496
Ríohacha,Colombia,133186.0,11.5403,-72.91
Musoma,Tanzania,133156.0,-1.4896,33.8
Uppsala,Sweden,133117.0,59.8601,17.64
Āwasa,Ethiopia,133097.0,7.06,38.477
Coral Springs,United States,133037.0,26.2702,-80.2591
Namibe,Angola,132900.0,-15.19,12.16
Kislovodsk,Russia,132771.0,43.91,42.72
Sterling Heights,United States,132631.0,42.5809,-83.0305
San Luis,Guatemala,132470.0,16.2,-89.44
Blitar,Indonesia,132416.0,-8.0696,112.15
Mauldin,United States,132402.0,34.7866,-82.2997
Dimitrovgrad,Russia,132226.0,54.2504,49.56
Pindamonhangaba,Brazil,132218.0,-22.92,-45.47
Shāhrūd,Iran,131889.0,36.4229,54.9629
Papeete,French Polynesia,131695.0,-17.5334,-149.5667
Saint John’s,Canada,131469.0,47.585,-52.681
Racine,United States,131467.0,42.7274,-87.8135
Opole,Poland,131412.0,50.685,17.9313
Trà Vinh,Vietnam,131360.0,9.934,106.334
Murom,Russia,131287.0,55.5704,42.04
Ciénaga,Colombia,131171.0,11.0104,-74.25
Lae,Papua New Guinea,131052.0,-6.733,146.99
Pīlibhīt,India,131008.0,28.64,79.81
Ferrara,Italy,130992.0,44.8504,11.6099
Novomoskovsk,Russia,130982.0,54.09,38.22
Buzău,Romania,130954.0,45.1565,26.8065
Stamford,United States,130824.0,41.1035,-73.5583
Pinsk,Belarus,130777.0,52.1279,26.0941
Shuangcheng,China,130710.0,45.3503,126.28
Abohar,India,130603.0,30.1204,74.29
Ninh Bình,Vietnam,130517.0,20.2543,105.975
Nikopol’,Ukraine,130500.0,47.5666,34.4062
Florencia,Colombia,130337.0,1.6104,-75.62
Girardot,Colombia,130289.0,4.31,-74.81
Elizabeth,United States,130215.0,40.6657,-74.1912
Jaraguá do Sul,Brazil,130130.0,-26.48,-49.1
Sannār,Sudan,130122.0,13.55,33.6
Masaya,Nicaragua,130113.0,11.969,-86.095
Baidoa,Somalia,129839.0,3.12,43.65
Tokat,Turkey,129702.0,40.306,36.563
Erzincan,Turkey,129407.0,39.7526,39.4928
Andong,"Korea, South",129319.0,36.5659,128.725
Tete,Mozambique,129316.0,-16.17,33.58
Copiapó,Chile,129280.0,-27.36,-70.34
Batticaloa,Sri Lanka,129222.0,7.717,81.7
Shahr-e Kord,Iran,129153.0,32.321,50.854
Kökshetaū,Kazakhstan,128873.0,53.3,69.42
Idlib,Syria,128840.0,35.9297,36.6317
Xai-Xai,Mozambique,128805.0,-25.04,33.64
Kamina,Congo (Kinshasa),128803.0,-8.73,25.01
Lárisa,Greece,128758.0,39.6304,22.42
Kamyshin,Russia,128626.0,50.0804,45.4
Karabük,Turkey,128564.0,41.2,32.6
Cambridge,United Kingdom,128488.0,52.2004,0.1166
Kent,United States,128458.0,47.3887,-122.2128
Besançon,France,128426.0,47.23,6.03
Greenville,United States,128385.0,35.5956,-77.3768
Sakākā,Saudi Arabia,128332.0,30.0,40.1333
Jīma,Ethiopia,128306.0,7.68,36.83
Jirjā,Egypt,128250.0,26.3304,31.88
Manzanillo,Cuba,128188.0,20.3438,-77.1166
Surt,Libya,128123.0,31.21,16.59
Al Ḩasakah,Syria,128100.0,36.4833,40.75
Darnah,Libya,127974.0,32.7648,22.6391
Ekibastuz,Kazakhstan,127868.0,51.73,75.3199
Divo,Côte D’Ivoire,127867.0,5.839,-5.36
Simi Valley,United States,127864.0,34.2663,-118.749
San Nicolás de los Arroyos,Argentina,127742.0,-33.33,-60.24
Bragança Paulista,Brazil,127676.0,-22.95,-46.55
Worcester,South Africa,127597.0,-33.64,19.4399
Tukuyu,Tanzania,127570.0,-9.2496,33.64
Port Blair,India,127562.0,11.667,92.736
Elbląg,Poland,127558.0,54.19,19.4027
Panevėžys,Lithuania,127405.0,55.74,24.37
Wau,South Sudan,127384.0,7.7,27.99
Burlington,United States,127374.0,36.0762,-79.4687
Alīpur Duār,India,127342.0,26.4837,89.5667
Lafia,Nigeria,127236.0,8.4904,8.52
Santa Clara,United States,127134.0,37.3646,-121.968
Sancti Spíritus,Cuba,127069.0,21.9301,-79.4425
Pakokku,Burma,126938.0,21.332,95.0866
Hāthras,India,126882.0,27.6,78.05
Neftekamsk,Russia,126805.0,56.0835,54.2631
Gafsa,Tunisia,126803.0,34.4204,8.78
Johnson City,United States,126589.0,36.3406,-82.3803
Sogamoso,Colombia,126551.0,5.72,-72.94
Edirne,Turkey,126470.0,41.6704,26.57
Songea,Tanzania,126449.0,-10.68,35.65
Tây Ninh,Vietnam,126370.0,11.323,106.147
Loja,Ecuador,126368.0,-3.99,-79.21
Macheng,China,126366.0,31.18,115.03
Carúpano,Venezuela,126293.0,10.67,-63.23
Tarragona,Spain,126291.0,41.1204,1.25
Itapetininga,Brazil,126243.0,-23.59,-48.04
Tengyue,China,126058.0,25.0333,98.4666
